GameID,GameDate,AwayTeamID,HomeTeamID,VenueID
566972,2019-04-27T00:10:00Z,110,142,3312
567272,2019-04-27T00:10:00Z,116,145,4
565616,2019-04-27T00:10:00Z,114,117,2392
565714,2019-04-27T00:15:00Z,108,118,7
566580,2019-04-27T00:15:00Z,113,138,2889
564842,2019-04-27T01:40:00Z,112,109,15
566385,2019-04-27T02:10:00Z,140,136,680
565812,2019-04-27T02:10:00Z,134,119,22
566481,2019-04-27T02:15:00Z,147,137,2395
566973,2019-04-27T18:10:00Z,110,142,3312
566581,2019-04-27T18:15:00Z,113,138,2889
566877,2019-04-27T19:07:00Z,133,141,14
565038,2019-04-27T20:05:00Z,139,111,3
565907,2019-04-27T20:05:00Z,135,120,3309
566482,2019-04-27T20:05:00Z,147,137,2395
565617,2019-04-27T20:05:00Z,114,117,2392
567073,2019-04-27T22:05:00Z,146,143,2681
565999,2019-04-27T23:10:00Z,158,121,3289
567273,2019-04-27T23:10:00Z,116,145,4
565715,2019-04-27T23:15:00Z,108,118,7
567171,2019-04-27T23:20:00Z,115,144,4705
564843,2019-04-28T00:10:00Z,112,109,15
566386,2019-04-28T01:10:00Z,140,136,680
565813,2019-04-28T01:10:00Z,134,119,22
565039,2019-04-28T17:05:00Z,139,111,3
567074,2019-04-28T17:05:00Z,146,143,2681
566878,2019-04-28T17:07:00Z,133,141,14
566000,2019-04-28T17:10:00Z,158,121,3289
567172,2019-04-28T17:20:00Z,115,144,4705
565908,2019-04-28T17:35:00Z,135,120,3309
566974,2019-04-28T18:10:00Z,110,142,3312
567274,2019-04-28T18:10:00Z,116,145,4
565716,2019-04-28T18:15:00Z,108,118,7
566582,2019-04-28T18:15:00Z,113,138,2889
566483,2019-04-28T20:05:00Z,147,137,2395
564844,2019-04-28T20:10:00Z,112,109,15
566387,2019-04-28T20:10:00Z,140,136,680
565814,2019-04-28T20:10:00Z,134,119,22
565618,2019-04-28T23:05:00Z,114,117,2392
565909,2019-04-29T23:05:00Z,138,120,3309
565040,2019-04-29T23:10:00Z,133,111,3
566001,2019-04-29T23:10:00Z,113,121,3289
567173,2019-04-29T23:20:00Z,135,144,4705
566975,2019-04-29T23:40:00Z,117,142,3312
567566,2019-04-29T23:40:00Z,115,158,32
567275,2019-04-30T00:10:00Z,110,145,4
565717,2019-04-30T00:15:00Z,139,118,7
566484,2019-04-30T01:45:00Z,119,137,2395
565910,2019-04-30T23:05:00Z,138,120,3309
567075,2019-04-30T23:05:00Z,116,143,2681
567375,2019-04-30T23:10:00Z,114,146,4169
565041,2019-04-30T23:10:00Z,133,111,3
566002,2019-04-30T23:10:00Z,113,121,3289
567179,2019-04-30T23:20:00Z,135,144,4705
566976,2019-04-30T23:40:00Z,117,142,3312
567567,2019-04-30T23:40:00Z,115,158,32
566778,2019-05-01T00:05:00Z,134,140,13
567276,2019-05-01T00:10:00Z,110,145,4
565718,2019-05-01T00:15:00Z,139,118,7
564845,2019-05-01T01:40:00Z,147,109,15
566485,2019-05-01T01:45:00Z,119,137,2395
564749,2019-05-01T02:07:00Z,141,108,1
566388,2019-05-01T02:10:00Z,112,136,680
565719,2019-05-01T17:15:00Z,139,118,7
565718,2019-05-01T03:33:00Z,139,118,7
567277,2019-05-01T20:10:00Z,110,145,4
567276,2019-05-01T03:33:00Z,110,145,4
565042,2019-05-01T17:05:00Z,133,111,3
566779,2019-05-01T18:05:00Z,134,140,13
564846,2019-05-01T19:40:00Z,147,109,15
566389,2019-05-01T22:40:00Z,112,136,680
565911,2019-05-01T23:05:00Z,138,120,3309
567076,2019-05-01T23:05:00Z,116,143,2681
567376,2019-05-01T23:10:00Z,114,146,4169
566003,2019-05-01T23:10:00Z,113,121,3289
567180,2019-05-01T23:20:00Z,135,144,4705
567568,2019-05-01T23:40:00Z,115,158,32
566977,2019-05-02T00:10:00Z,117,142,3312
566486,2019-05-02T01:45:00Z,119,137,2395
564750,2019-05-02T02:07:00Z,141,108,1
567181,2019-05-02T16:10:00Z,135,144,4705
566004,2019-05-02T16:10:00Z,113,121,3289
566978,2019-05-02T17:10:00Z,117,142,3312
567569,2019-05-02T17:10:00Z,115,158,32
565720,2019-05-02T18:15:00Z,139,118,7
565912,2019-05-02T20:05:00Z,138,120,3309
567278,2019-05-03T00:10:00Z,111,145,4
564751,2019-05-03T02:07:00Z,141,108,1
565136,2019-05-03T18:20:00Z,138,112,17
566193,2019-05-03T23:05:00Z,133,134,31
567471,2019-05-03T23:05:00Z,142,147,3313
564943,2019-05-03T23:05:00Z,139,110,2
567077,2019-05-03T23:05:00Z,120,143,2681
567377,2019-05-03T23:10:00Z,144,146,4169
565234,2019-05-03T23:10:00Z,137,113,2602
565327,2019-05-03T23:10:00Z,136,114,5
565522,2019-05-03T23:10:00Z,118,116,2394
566780,2019-05-04T00:05:00Z,141,140,13
567279,2019-05-04T00:10:00Z,111,145,4
567570,2019-05-04T00:10:00Z,121,158,32
565426,2019-05-04T00:40:00Z,109,115,19
566290,2019-05-04T02:10:00Z,119,135,2680
567472,2019-05-04T17:05:00Z,142,147,3313
565137,2019-05-04T20:05:00Z,138,112,17
565328,2019-05-04T20:10:00Z,136,114,5
565523,2019-05-04T20:10:00Z,118,116,2394
567378,2019-05-04T22:10:00Z,144,146,4169
566194,2019-05-04T23:05:00Z,133,134,31
564944,2019-05-04T23:05:00Z,139,110,2
567078,2019-05-04T23:05:00Z,120,143,2681
564752,2019-05-04T23:10:00Z,117,108,2701
565235,2019-05-04T23:10:00Z,137,113,2602
567280,2019-05-04T23:10:00Z,111,145,4
567571,2019-05-04T23:10:00Z,121,158,32
566781,2019-05-05T00:05:00Z,141,140,13
565427,2019-05-05T00:10:00Z,109,115,19
566291,2019-05-05T00:40:00Z,119,135,2680
564945,2019-05-05T17:05:00Z,139,110,2
567379,2019-05-05T17:10:00Z,144,146,4169
565329,2019-05-05T17:10:00Z,136,114,5
565524,2019-05-05T17:10:00Z,118,116,2394
566195,2019-05-05T17:35:00Z,133,134,31
567079,2019-05-05T18:05:00Z,120,143,2681
567281,2019-05-05T18:10:00Z,111,145,4
567572,2019-05-05T18:10:00Z,121,158,32
566782,2019-05-05T19:05:00Z,141,140,13
565428,2019-05-05T19:10:00Z,109,115,19
567473,2019-05-05T20:05:00Z,142,147,3313
564753,2019-05-05T20:10:00Z,117,108,2701
565236,2019-05-05T20:10:00Z,137,113,2602
566292,2019-05-05T20:10:00Z,119,135,2680
565138,2019-05-05T23:05:00Z,138,112,17
565237,2019-05-06T16:35:00Z,137,113,2602
565330,2019-05-06T22:10:00Z,145,114,5
567474,2019-05-06T22:35:00Z,136,147,3313
564946,2019-05-06T23:05:00Z,111,110,2
566879,2019-05-06T23:07:00Z,142,141,14
566680,2019-05-06T23:10:00Z,109,139,12
567573,2019-05-06T23:40:00Z,120,158,32
565139,2019-05-07T00:05:00Z,146,112,17
566583,2019-05-07T00:05:00Z,143,138,2889
565619,2019-05-07T00:10:00Z,118,117,2392
565815,2019-05-07T02:10:00Z,144,119,22
566293,2019-05-07T02:10:00Z,121,135,2680
565331,2019-05-07T22:10:00Z,145,114,5
567475,2019-05-07T22:35:00Z,136,147,3313
566196,2019-05-07T23:05:00Z,140,134,31
564947,2019-05-07T23:05:00Z,111,110,2
566880,2019-05-07T23:07:00Z,142,141,14
566681,2019-05-07T23:10:00Z,109,139,12
565525,2019-05-07T23:10:00Z,108,116,2394
